,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
429,Cabo San Lucas,0,MX,1536907007,100,22.89,-109.91,84.17,8.05
430,Kijang,90,KR,1536904800,88,35.24,129.21,75.2,11.41
431,Inverell,0,AU,1536907007,57,-29.78,151.11,67.97,5.37
432,Tilichiki,88,RU,1536907007,95,60.47,166.1,47.9,9.06
433,Guerrero Negro,0,MX,1536907008,100,27.97,-114.04,67.97,6.93
434,Srednekolymsk,92,RU,1536907008,85,67.46,153.71,37.55,3.58
435,Chateaudun,75,FR,1536904800,87,48.08,1.33,51.8,4.7
436,Beringovskiy,92,RU,1536907008,100,63.05,179.32,50.24,17.67
437,Tambun,75,MY,1536904800,59,4.62,101.14,91.4,3.36
438,Limon,1,US,1536904500,49,39.26,-103.69,50,3.36
439,Zhuhai,40,CN,1536904800,53,40.71,112.04,71.6,8.95
440,Xinzhou,64,CN,1536907010,83,38.41,112.73,67.25,3.69
441,Marica,0,BR,1536904800,77,-22.92,-42.82,68,3.36
443,Pacific Grove,1,US,1536904500,83,36.62,-121.92,59,4.7
444,Hambantota,36,LK,1536907010,90,6.12,81.12,83.63,12.3
445,Marsh Harbour,24,BS,1536906913,99,26.54,-77.06,83.9,11.52
446,Ribeira Grande,75,PT,1536904800,88,38.52,-28.7,71.6,9.17
447,Makinsk,0,KZ,1536907011,49,52.63,70.42,64.73,21.25
451,Ondangwa,0,NA,1536907012,22,-17.91,15.98,56.36,2.8
453,Leningradskiy,92,RU,1536907004,89,69.38,178.42,44.3,19.69
454,Agadir,75,MA,1536904800,83,30.42,-9.58,69.8,5.82
455,Petawawa,1,CA,1536905520,100,45.89,-77.27,53.6,2.46
456,Rocha,76,UY,1536907013,96,-34.48,-54.34,54.56,6.04
458,Namibe,76,AO,1536907014,100,-15.19,12.15,64.82,1.68
459,Aklavik,20,CA,1536904800,86,68.22,-135.01,26.6,6.93
460,Bonthe,92,SL,1536907014,100,7.53,-12.5,71.39,2.01
461,Yar-Sale,92,RU,1536906968,100,66.83,70.83,49.7,8.95
462,Wembley,64,GB,1536906000,81,51.55,-0.3,53.6,5.82
463,Majene,0,ID,1536907015,85,-3.54,118.97,85.43,16.22
464,Jaru,12,BR,1536907015,92,-10.43,-62.48,74,2.13
465,Parrita,75,CR,1536904800,94,9.52,-84.33,69.8,2.24
466,Jining,56,CN,1536907015,77,35.41,116.58,79.22,4.47
467,Yibin,92,CN,1536907016,93,28.77,104.64,69.77,3.69
468,Gualaquiza,36,EC,1536907016,81,-3.4,-78.58,62.84,2.91
469,Auray,0,FR,1536904800,100,47.67,-2.99,44.6,2.24
471,Tessalit,0,ML,1536907017,29,20.2,1.01,74,3.02
472,Kahului,20,US,1536904560,81,20.89,-156.47,80.06,17.22
473,Takoradi,64,GH,1536907018,100,4.89,-1.75,75.26,7.05
474,Tazovskiy,92,RU,1536907018,94,67.47,78.7,37.82,29.08
475,Taoudenni,24,ML,1536907018,35,22.68,-3.98,77.24,11.97
476,Inhambane,20,MZ,1536904800,78,-23.87,35.38,73.4,11.41
477,Koundara,68,GN,1536907019,98,12.49,-13.3,70.31,4.92
478,Axim,68,GH,1536907019,100,4.87,-2.24,76.52,9.4
479,Kinsale,75,IE,1536906600,93,51.71,-8.52,53.6,10.29
480,Nabire,88,ID,1536907020,91,-3.36,135.5,74.18,1.9
481,Kangaatsiaq,80,GL,1536907020,100,68.31,-53.46,37.19,4.92
482,Smithers,1,CA,1536904800,61,54.78,-127.17,32,6.93
483,Xiongzhou,40,CN,1536904800,62,32.34,118.83,86,2.24
484,Pula,75,EC,1536904800,78,-1.95,-79.93,71.6,9.17
485,Pisco,0,PE,1536904800,87,-13.71,-76.2,60.8,8.05
487,Kralendijk,76,BQ,1536904500,83,12.15,-68.27,80.6,1.12
488,Peniche,90,PT,1536904800,100,39.36,-9.38,62.6,3.36
490,Ostrovnoy,88,RU,1536907022,100,68.05,39.51,46.19,4.7
491,Pecos,1,US,1536904500,70,31.42,-103.49,73.76,9.17
494,Ankang,100,CN,1536907023,98,32.73,108.99,63.29,2.57
495,Ust-Nera,0,RU,1536907024,59,64.57,143.24,39.8,2.46
497,Yangjiang,64,CN,1536907024,100,21.85,111.96,82.55,10.74
498,Okhotsk,0,RU,1536907024,79,59.36,143.24,54.65,4.14
499,Kaabong,12,UG,1536907025,51,3.51,34.14,72.47,3.13
501,Ekhabi,88,RU,1536907025,100,53.51,142.97,57.53,5.93
502,Weligama,76,LK,1536907025,77,5.97,80.42,84.08,9.95
503,Paignton,40,GB,1536906000,87,50.44,-3.56,53.6,1.12
504,Radom,76,PL,1536907021,83,51.4,21.15,60.05,9.95
505,Huarmey,0,PE,1536907026,85,-10.07,-78.15,52.85,3.36
507,Bilma,0,NE,1536907026,38,18.69,12.92,71.57,3.24
508,Mangai,0,CD,1536907027,86,-4.07,19.59,75.62,2.35
510,Xingcheng,24,CN,1536907027,72,40.62,120.71,78.41,9.62
511,Rumonge,44,BI,1536907028,95,-3.97,29.44,75.62,3.24
512,Rzhev,0,RU,1536907028,83,56.26,34.33,54.92,4.59
513,Oistins,40,BB,1536904800,78,13.07,-59.53,82.4,19.46
514,Antofagasta,90,CL,1536904800,71,-23.65,-70.4,57.2,2.24
515,Sur,0,OM,1536907029,92,22.57,59.53,84.35,1.9
516,Terney,0,RU,1536907029,70,45.05,136.61,68.42,8.72
517,Banda Aceh,44,ID,1536906849,75,5.56,95.32,84.8,4.47
519,San Carlos de Bariloche,0,AR,1536904800,80,-41.13,-71.31,33.8,4.7
520,Strezhevoy,40,RU,1536903000,81,60.73,77.6,53.6,17.9
521,San Isidro,88,PH,1536907031,88,16.74,121.63,81.74,17
522,Colchester,0,GB,1536906000,81,51.89,0.9,53.6,6.93
523,Balabac,92,PH,1536907032,100,7.99,117.06,76.25,24.27
524,Pangody,92,RU,1536907032,98,65.85,74.49,48.8,8.61
525,Russell,0,AR,1536904800,81,-33.01,-68.8,50,3.13
527,Hessisch Lichtenau,90,DE,1536906000,100,51.2,9.72,53.6,2.24
528,Aberdare,92,GB,1536904200,87,51.71,-3.45,53.6,4.7
529,Ghanzi,0,BW,1536907033,21,-21.7,21.65,62.75,9.17
530,Khairagarh,0,IN,1536907034,68,21.42,80.98,88.22,6.49
531,Cumberland,75,US,1536906600,100,41.97,-71.43,66.02,2.35
532,Samarai,92,PG,1536906913,100,-10.62,150.67,77.69,16.22
533,Ardabil,0,IR,1536904800,56,38.25,48.3,68,4.7
534,Jumla,44,NP,1536907035,96,29.28,82.18,48.89,1.57
535,Bayeux,0,FR,1536904800,100,49.28,-0.7,55.4,5.82
536,Camacha,40,PT,1536904800,83,33.08,-16.33,69.8,8.05
537,Torbay,90,CA,1536904800,100,47.66,-52.73,50,8.05
538,Copiapo,0,CL,1536904800,81,-27.37,-70.33,53.6,5.82
539,Tiznit,0,MA,1536907036,94,29.7,-9.73,65.9,2.13
540,Kui Buri,40,TH,1536904800,59,12.07,99.86,91.4,5.82
541,Lima,12,PE,1536907036,81,-12.06,-77.04,53.39,2.24
542,Moyale,100,ET,1536907037,82,3.52,39.05,68.15,8.16
543,Jiayuguan,68,CN,1536906943,84,39.77,98.29,42.95,3.8
544,Havre-Saint-Pierre,20,CA,1536904800,93,50.23,-63.6,55.4,9.17
545,Hailey,40,US,1536905700,46,43.52,-114.32,50,10.29
546,Ciudad Bolivar,56,VE,1536907038,84,8.12,-63.55,77.42,7.27
547,Raudeberg,75,NO,1536906000,76,61.99,5.14,51.8,21.92
548,Road Town,20,VG,1536904380,74,18.42,-64.62,82.94,19.46
549,Catabola,0,AO,1536907039,72,-12.14,17.29,63.47,2.91
550,Sal Rei,75,CV,1536904800,88,16.18,-22.92,78.8,4.7
551,Kenai,1,US,1536904560,82,60.55,-151.26,51.98,2.24
552,Marrakesh,0,MA,1536903000,88,31.63,-7.99,68,2.24
553,Hamilton,40,CA,1536904800,93,43.26,-79.87,69.8,8.05
554,George,40,NG,1536904800,94,6.63,3.35,73.4,2.24
555,Colac,0,AU,1536907040,54,-38.34,143.59,66.17,10.29
556,Lunca de Sus,0,RO,1536907041,92,46.53,25.96,55.46,2.24
557,Hualmay,24,PE,1536907041,90,-11.1,-77.61,52.4,5.03
558,Artyom,20,RU,1536904800,64,43.36,132.19,75.2,8.95
559,Bradford,20,GB,1536906000,81,53.79,-1.75,55.4,12.75
560,Santa Maria,92,BR,1536907042,100,-29.69,-53.81,60.77,3.8
561,Beloha,0,MG,1536907042,48,-25.17,45.06,74.72,4.7
562,Zambezi,0,ZM,1536907043,34,-13.55,23.12,64.64,11.41
563,Mayor Pablo Lagerenza,92,PY,1536907043,99,-19.93,-60.77,68.87,7.94
564,Caborca,0,MX,1536907043,42,30.58,-111.1,75.8,4.92
565,Poya,56,NC,1536907044,100,-21.35,165.16,70.85,9.84
566,Oktyabrskiy,0,RU,1536904800,67,55.61,37.97,57.2,2.24
567,Tanete,8,ID,1536907045,43,-3.94,119.78,89.39,14.2
568,Clyde River,90,CA,1536904800,100,70.47,-68.59,33.8,9.17
569,Tepepa,64,MX,1536907045,98,18.4,-97.1,56.09,0.34
570,Tabas,0,IR,1536904800,8,33.6,56.92,91.4,4.7
571,Dubove,0,UA,1536904800,77,48.18,23.89,62.6,2.24
572,Kontagora,68,NG,1536907046,97,10.4,5.47,71.39,3.58
573,Laguna,0,MX,1536907046,63,27.52,-110.01,83.99,2.35
574,Misratah,0,LY,1536907041,96,32.38,15.09,75.44,4.92
575,Payakumbuh,20,ID,1536907047,78,-0.23,100.63,82.55,3.13
576,Khelyulya,20,RU,1536907047,100,61.73,30.68,53.48,8.84
577,Maceio,40,BR,1536904800,93,-9.67,-35.74,64.4,5.82
578,Liyang,68,CN,1536907047,80,31.42,119.48,84.35,4.36
579,Tongzi,100,CN,1536907048,98,28.78,105.09,70.22,4.14
580,Izhma,92,RU,1536907048,100,65.01,53.91,49.7,6.71
581,Vaitape,76,PF,1536907048,99,-16.52,-151.75,79.85,12.19
582,Panaba,8,MX,1536907048,91,21.28,-88.27,76.52,3.13
583,Georgiyevka,88,RU,1536907049,66,52.25,40.45,68.87,6.38
584,Mbekenyera,8,TZ,1536907049,79,-10,38.98,72.65,3.13
585,Presidencia Roque Saenz Pena,56,AR,1536906977,97,-26.79,-60.44,62.21,7.94
586,Novo Horizonte,56,BR,1536907050,89,-12.81,-42.17,60.05,12.86
587,Verkhoyansk,0,RU,1536906986,55,67.55,133.39,47.54,3.69
588,Mirabad,0,IR,1536907050,12,28.27,61.33,81.47,15.32
589,Belo Oriente,100,BR,1536907050,79,-19.22,-42.48,64.01,8.28
590,Dzhebariki-Khaya,24,RU,1536907051,68,62.22,135.8,51.05,3.47
591,Te Anau,12,NZ,1536906978,69,-45.41,167.72,49.52,8.5
592,Longyan,0,CN,1536907051,66,25.1,117.03,85.34,2.57
593,Devaprayag,44,IN,1536907051,88,30.15,78.62,75.89,2.68
594,Fayaoue,88,NC,1536907051,99,-20.65,166.53,73.82,13.98
595,Pasni,0,PK,1536907052,83,25.26,63.48,83.54,7.16
596,Salinopolis,0,BR,1536907052,96,-0.61,-47.36,80.57,18.68
597,Camopi,80,GF,1536907052,77,3.17,-52.33,78.14,2.91
598,Ushtobe,0,KZ,1536907053,26,45.25,77.98,68.42,6.26
599,Les Cayes,8,HT,1536907053,100,18.19,-73.75,81.02,2.46
600,Bafoulabe,32,ML,1536907053,100,13.81,-10.83,70.94,3.24
602,Ballina,75,IE,1536906600,100,54.11,-9.15,48.2,6.93
603,Jacareacanga,48,BR,1536907054,98,-6.22,-57.76,72.29,2.8
604,Matam,8,SN,1536907015,97,15.66,-13.26,72.29,2.91
605,North Bend,90,US,1536906300,100,43.41,-124.22,55.4,1.45
606,Salekhard,80,RU,1536907055,100,66.54,66.62,47.27,8.84
607,San Pedro,12,AR,1536907021,98,-33.68,-59.66,51.95,10.63
608,Mankono,44,CI,1536907056,93,8.06,-6.19,69.32,4.59
609,Ust-Kulom,92,RU,1536907057,95,61.69,53.69,52.4,10.18
610,Batagay-Alyta,0,RU,1536907057,78,67.8,130.41,43.04,2.57
612,Kalmunai,24,LK,1536907057,77,7.42,81.82,87.59,6.49
613,Guadalupe,75,MX,1536903900,74,25.68,-100.26,78.8,4.7
614,San Joaquin,92,PH,1536907058,100,10.59,122.14,74.63,17.22
615,Kutoarjo,44,ID,1536907058,80,-7.72,109.9,78.05,10.07
616,Fomboni,36,KM,1536907059,100,-12.28,43.74,77.33,5.59
619,Simao,68,CN,1536907059,89,22.76,100.79,73.37,0.89
621,Vynohradove,80,UA,1536907060,65,46.37,32.94,71.3,14.2
622,Joshimath,0,IN,1536907060,78,30.57,79.57,38.72,0.56
623,Upata,36,VE,1536907060,93,8.02,-62.41,72.47,4.92
624,Nadym,88,RU,1536907061,100,65.53,72.51,51.23,6.15
625,General Pico,0,AR,1536907061,87,-35.66,-63.75,48.53,3.13
626,Trud,0,BG,1536906600,64,42.23,24.73,69.8,2.24
627,Gwanda,0,ZW,1536907061,35,-20.94,29,68.24,3.13
628,Touros,0,BR,1536906844,85,-5.2,-35.46,73.55,15.99
629,Grand Gaube,40,MU,1536904800,61,-20.01,57.66,77,13.87
630,Ulladulla,0,AU,1536904800,56,-35.36,150.48,71.6,9.17
631,Kuching,75,MY,1536904800,55,1.56,110.34,91.4,6.93
632,Lagoa,0,PT,1536904800,94,37.14,-8.45,69.8,6.93
633,Morondava,8,MG,1536907063,79,-20.3,44.28,75.53,3.36
634,Boyolangu,12,ID,1536906952,39,-8.09,111.9,88.67,10.18
